userId	geneSymbol	geneName	entrezgene	gLink
SUMO3	SUMO3	small ubiquitin like modifier 3	6612	https://www.ncbi.nlm.nih.gov/gene/?term=6612
CNOT8	CNOT8	CCR4-NOT transcription complex subunit 8	9337	https://www.ncbi.nlm.nih.gov/gene/?term=9337
ZNF639	ZNF639	zinc finger protein 639	51193	https://www.ncbi.nlm.nih.gov/gene/?term=51193
SCFD2	SCFD2	sec1 family domain containing 2	152579	https://www.ncbi.nlm.nih.gov/gene/?term=152579
PRPF40A	PRPF40A	pre-mRNA processing factor 40 homolog A	55660	https://www.ncbi.nlm.nih.gov/gene/?term=55660
SPNS3	SPNS3	SPNS lysolipid transporter 3, sphingosine-1-phosphate (putative)	201305	https://www.ncbi.nlm.nih.gov/gene/?term=201305
ENO1	ENO1	enolase 1	2023	https://www.ncbi.nlm.nih.gov/gene/?term=2023
LINC00665	LINC00665	long intergenic non-protein coding RNA 665	100506930	https://www.ncbi.nlm.nih.gov/gene/?term=100506930
MRPL49	MRPL49	mitochondrial ribosomal protein L49	740	https://www.ncbi.nlm.nih.gov/gene/?term=740
MED27	MED27	mediator complex subunit 27	9442	https://www.ncbi.nlm.nih.gov/gene/?term=9442
SBNO1	SBNO1	strawberry notch homolog 1	55206	https://www.ncbi.nlm.nih.gov/gene/?term=55206
SDHA	SDHA	succinate dehydrogenase complex flavoprotein subunit A	6389	https://www.ncbi.nlm.nih.gov/gene/?term=6389
DESI1	DESI1	desumoylating isopeptidase 1	27351	https://www.ncbi.nlm.nih.gov/gene/?term=27351
TFB1M	TFB1M	transcription factor B1, mitochondrial	51106	https://www.ncbi.nlm.nih.gov/gene/?term=51106
RUVBL2	RUVBL2	RuvB like AAA ATPase 2	10856	https://www.ncbi.nlm.nih.gov/gene/?term=10856
THYN1	THYN1	thymocyte nuclear protein 1	29087	https://www.ncbi.nlm.nih.gov/gene/?term=29087
HERPUD1	HERPUD1	homocysteine inducible ER protein with ubiquitin like domain 1	9709	https://www.ncbi.nlm.nih.gov/gene/?term=9709
PPCS	PPCS	phosphopantothenoylcysteine synthetase	79717	https://www.ncbi.nlm.nih.gov/gene/?term=79717
WDR12	WDR12	WD repeat domain 12	55759	https://www.ncbi.nlm.nih.gov/gene/?term=55759
RPH3AL	RPH3AL	rabphilin 3A like (without C2 domains)	9501	https://www.ncbi.nlm.nih.gov/gene/?term=9501
SH3GLB1	SH3GLB1	SH3 domain containing GRB2 like, endophilin B1	51100	https://www.ncbi.nlm.nih.gov/gene/?term=51100
ORMDL1	ORMDL1	ORMDL sphingolipid biosynthesis regulator 1	94101	https://www.ncbi.nlm.nih.gov/gene/?term=94101
XCR1	XCR1	X-C motif chemokine receptor 1	2829	https://www.ncbi.nlm.nih.gov/gene/?term=2829
ERGIC3	ERGIC3	ERGIC and golgi 3	51614	https://www.ncbi.nlm.nih.gov/gene/?term=51614
SLBP	SLBP	stem-loop histone mRNA binding protein	7884	https://www.ncbi.nlm.nih.gov/gene/?term=7884
LIMD2	LIMD2	LIM domain containing 2	80774	https://www.ncbi.nlm.nih.gov/gene/?term=80774
RBM45	RBM45	RNA binding motif protein 45	129831	https://www.ncbi.nlm.nih.gov/gene/?term=129831
EPS8L2	EPS8L2	EPS8 signaling adaptor L2	64787	https://www.ncbi.nlm.nih.gov/gene/?term=64787
MRPL43	MRPL43	mitochondrial ribosomal protein L43	84545	https://www.ncbi.nlm.nih.gov/gene/?term=84545
TTC3	TTC3	tetratricopeptide repeat domain 3	7267	https://www.ncbi.nlm.nih.gov/gene/?term=7267
ACP2	ACP2	acid phosphatase 2, lysosomal	53	https://www.ncbi.nlm.nih.gov/gene/?term=53
RRAGA	RRAGA	Ras related GTP binding A	10670	https://www.ncbi.nlm.nih.gov/gene/?term=10670
SMIM19	SMIM19	small integral membrane protein 19	114926	https://www.ncbi.nlm.nih.gov/gene/?term=114926
SNW1	SNW1	SNW domain containing 1	22938	https://www.ncbi.nlm.nih.gov/gene/?term=22938
LRRC59	LRRC59	leucine rich repeat containing 59	55379	https://www.ncbi.nlm.nih.gov/gene/?term=55379
PAOX	PAOX	polyamine oxidase	196743	https://www.ncbi.nlm.nih.gov/gene/?term=196743
PGM3	PGM3	phosphoglucomutase 3	5238	https://www.ncbi.nlm.nih.gov/gene/?term=5238
MRPL1	MRPL1	mitochondrial ribosomal protein L1	65008	https://www.ncbi.nlm.nih.gov/gene/?term=65008
EEF1G	EEF1G	eukaryotic translation elongation factor 1 gamma	1937	https://www.ncbi.nlm.nih.gov/gene/?term=1937
PARP10	PARP10	poly(ADP-ribose) polymerase family member 10	84875	https://www.ncbi.nlm.nih.gov/gene/?term=84875
THAP7	THAP7	THAP domain containing 7	80764	https://www.ncbi.nlm.nih.gov/gene/?term=80764
METTL5	METTL5	methyltransferase 5, N6-adenosine	29081	https://www.ncbi.nlm.nih.gov/gene/?term=29081
ARHGDIB	ARHGDIB	Rho GDP dissociation inhibitor beta	397	https://www.ncbi.nlm.nih.gov/gene/?term=397
BTF3	BTF3	basic transcription factor 3	689	https://www.ncbi.nlm.nih.gov/gene/?term=689
RPIA	RPIA	ribose 5-phosphate isomerase A	22934	https://www.ncbi.nlm.nih.gov/gene/?term=22934
LTV1	LTV1	LTV1 ribosome biogenesis factor	84946	https://www.ncbi.nlm.nih.gov/gene/?term=84946
CCDC126	CCDC126	coiled-coil domain containing 126	90693	https://www.ncbi.nlm.nih.gov/gene/?term=90693
CSPP1	CSPP1	centrosome and spindle pole associated protein 1	79848	https://www.ncbi.nlm.nih.gov/gene/?term=79848
TMEM106C	TMEM106C	transmembrane protein 106C	79022	https://www.ncbi.nlm.nih.gov/gene/?term=79022
QDPR	QDPR	quinoid dihydropteridine reductase	5860	https://www.ncbi.nlm.nih.gov/gene/?term=5860
XBP1	XBP1	X-box binding protein 1	7494	https://www.ncbi.nlm.nih.gov/gene/?term=7494
TOR1A	TOR1A	torsin family 1 member A	1861	https://www.ncbi.nlm.nih.gov/gene/?term=1861
HMGN3	HMGN3	high mobility group nucleosomal binding domain 3	9324	https://www.ncbi.nlm.nih.gov/gene/?term=9324
SHMT1	SHMT1	serine hydroxymethyltransferase 1	6470	https://www.ncbi.nlm.nih.gov/gene/?term=6470
PEX2	PEX2	peroxisomal biogenesis factor 2	5828	https://www.ncbi.nlm.nih.gov/gene/?term=5828
INF2	INF2	inverted formin 2	64423	https://www.ncbi.nlm.nih.gov/gene/?term=64423
HSD17B12	HSD17B12	hydroxysteroid 17-beta dehydrogenase 12	51144	https://www.ncbi.nlm.nih.gov/gene/?term=51144
UROD	UROD	uroporphyrinogen decarboxylase	7389	https://www.ncbi.nlm.nih.gov/gene/?term=7389
RHOA	RHOA	ras homolog family member A	387	https://www.ncbi.nlm.nih.gov/gene/?term=387
GALE	GALE	UDP-galactose-4-epimerase	2582	https://www.ncbi.nlm.nih.gov/gene/?term=2582
JKAMP	JKAMP	JNK1/MAPK8 associated membrane protein	51528	https://www.ncbi.nlm.nih.gov/gene/?term=51528
PRDX4	PRDX4	peroxiredoxin 4	10549	https://www.ncbi.nlm.nih.gov/gene/?term=10549
RNPS1	RNPS1	RNA binding protein with serine rich domain 1	10921	https://www.ncbi.nlm.nih.gov/gene/?term=10921
DAP3	DAP3	death associated protein 3	7818	https://www.ncbi.nlm.nih.gov/gene/?term=7818
PSMB9	PSMB9	proteasome 20S subunit beta 9	5698	https://www.ncbi.nlm.nih.gov/gene/?term=5698
SFXN4	SFXN4	sideroflexin 4	119559	https://www.ncbi.nlm.nih.gov/gene/?term=119559
HPRT1	HPRT1	hypoxanthine phosphoribosyltransferase 1	3251	https://www.ncbi.nlm.nih.gov/gene/?term=3251
FAH	FAH	fumarylacetoacetate hydrolase	2184	https://www.ncbi.nlm.nih.gov/gene/?term=2184
MRPS7	MRPS7	mitochondrial ribosomal protein S7	51081	https://www.ncbi.nlm.nih.gov/gene/?term=51081
RBM14	RBM14	RNA binding motif protein 14	10432	https://www.ncbi.nlm.nih.gov/gene/?term=10432
DHFR	DHFR	dihydrofolate reductase	1719	https://www.ncbi.nlm.nih.gov/gene/?term=1719
CYTIP	CYTIP	cytohesin 1 interacting protein	9595	https://www.ncbi.nlm.nih.gov/gene/?term=9595
RAD21	RAD21	RAD21 cohesin complex component	5885	https://www.ncbi.nlm.nih.gov/gene/?term=5885
BUB3	BUB3	BUB3 mitotic checkpoint protein	9184	https://www.ncbi.nlm.nih.gov/gene/?term=9184
MTHFD2	MTHFD2	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase	10797	https://www.ncbi.nlm.nih.gov/gene/?term=10797
PACSIN2	PACSIN2	protein kinase C and casein kinase substrate in neurons 2	11252	https://www.ncbi.nlm.nih.gov/gene/?term=11252
SCOC	SCOC	short coiled-coil protein	60592	https://www.ncbi.nlm.nih.gov/gene/?term=60592
PDE6D	PDE6D	phosphodiesterase 6D	5147	https://www.ncbi.nlm.nih.gov/gene/?term=5147
RPL5	RPL5	ribosomal protein L5	6125	https://www.ncbi.nlm.nih.gov/gene/?term=6125
ARRDC1	ARRDC1	arrestin domain containing 1	92714	https://www.ncbi.nlm.nih.gov/gene/?term=92714
SYTL1	SYTL1	synaptotagmin like 1	84958	https://www.ncbi.nlm.nih.gov/gene/?term=84958
ADSL	ADSL	adenylosuccinate lyase	158	https://www.ncbi.nlm.nih.gov/gene/?term=158
MPG	MPG	N-methylpurine DNA glycosylase	4350	https://www.ncbi.nlm.nih.gov/gene/?term=4350
PABPC1	PABPC1	poly(A) binding protein cytoplasmic 1	26986	https://www.ncbi.nlm.nih.gov/gene/?term=26986
LYPLAL1	LYPLAL1	lysophospholipase like 1	127018	https://www.ncbi.nlm.nih.gov/gene/?term=127018
DERL2	DERL2	derlin 2	51009	https://www.ncbi.nlm.nih.gov/gene/?term=51009
ANKRD39	ANKRD39	ankyrin repeat domain 39	51239	https://www.ncbi.nlm.nih.gov/gene/?term=51239
ACTL6A	ACTL6A	actin like 6A	86	https://www.ncbi.nlm.nih.gov/gene/?term=86
MIR142	MIR142	microRNA 142	406934	https://www.ncbi.nlm.nih.gov/gene/?term=406934
FKBP8	FKBP8	FKBP prolyl isomerase 8	23770	https://www.ncbi.nlm.nih.gov/gene/?term=23770
RUFY1	RUFY1	RUN and FYVE domain containing 1	80230	https://www.ncbi.nlm.nih.gov/gene/?term=80230
TRAPPC1	TRAPPC1	trafficking protein particle complex subunit 1	58485	https://www.ncbi.nlm.nih.gov/gene/?term=58485
HDDC2	HDDC2	HD domain containing 2	51020	https://www.ncbi.nlm.nih.gov/gene/?term=51020
ACAT1	ACAT1	acetyl-CoA acetyltransferase 1	38	https://www.ncbi.nlm.nih.gov/gene/?term=38
TPGS2	TPGS2	tubulin polyglutamylase complex subunit 2	25941	https://www.ncbi.nlm.nih.gov/gene/?term=25941
COQ9	COQ9	coenzyme Q9	57017	https://www.ncbi.nlm.nih.gov/gene/?term=57017
ACOT8	ACOT8	acyl-CoA thioesterase 8	10005	https://www.ncbi.nlm.nih.gov/gene/?term=10005
PPP1R2	PPP1R2	protein phosphatase 1 regulatory inhibitor subunit 2	5504	https://www.ncbi.nlm.nih.gov/gene/?term=5504
TRABD	TRABD	TraB domain containing	80305	https://www.ncbi.nlm.nih.gov/gene/?term=80305
ILK	ILK	integrin linked kinase	3611	https://www.ncbi.nlm.nih.gov/gene/?term=3611
ARF3	ARF3	ADP ribosylation factor 3	377	https://www.ncbi.nlm.nih.gov/gene/?term=377
RNASEH1	RNASEH1	ribonuclease H1	246243	https://www.ncbi.nlm.nih.gov/gene/?term=246243
EIF5A	EIF5A	eukaryotic translation initiation factor 5A	1984	https://www.ncbi.nlm.nih.gov/gene/?term=1984
PTCD3	PTCD3	pentatricopeptide repeat domain 3	55037	https://www.ncbi.nlm.nih.gov/gene/?term=55037
PDCD10	PDCD10	programmed cell death 10	11235	https://www.ncbi.nlm.nih.gov/gene/?term=11235
HAUS1	HAUS1	HAUS augmin like complex subunit 1	115106	https://www.ncbi.nlm.nih.gov/gene/?term=115106
MRPS22	MRPS22	mitochondrial ribosomal protein S22	56945	https://www.ncbi.nlm.nih.gov/gene/?term=56945
POLR2E	POLR2E	RNA polymerase II, I and III subunit E	5434	https://www.ncbi.nlm.nih.gov/gene/?term=5434
BDH2	BDH2	3-hydroxybutyrate dehydrogenase 2	56898	https://www.ncbi.nlm.nih.gov/gene/?term=56898
PRAF2	PRAF2	PRA1 domain family member 2	11230	https://www.ncbi.nlm.nih.gov/gene/?term=11230
MAGOH	MAGOH	mago homolog, exon junction complex subunit	4116	https://www.ncbi.nlm.nih.gov/gene/?term=4116
UROS	UROS	uroporphyrinogen III synthase	7390	https://www.ncbi.nlm.nih.gov/gene/?term=7390
NOP58	NOP58	NOP58 ribonucleoprotein	51602	https://www.ncbi.nlm.nih.gov/gene/?term=51602
HEXA	HEXA	hexosaminidase subunit alpha	3073	https://www.ncbi.nlm.nih.gov/gene/?term=3073
COPG1	COPG1	COPI coat complex subunit gamma 1	22820	https://www.ncbi.nlm.nih.gov/gene/?term=22820
PCNA	PCNA	proliferating cell nuclear antigen	5111	https://www.ncbi.nlm.nih.gov/gene/?term=5111
ALG14	ALG14	ALG14 UDP-N-acetylglucosaminyltransferase subunit	199857	https://www.ncbi.nlm.nih.gov/gene/?term=199857
FBXO3	FBXO3	F-box protein 3	26273	https://www.ncbi.nlm.nih.gov/gene/?term=26273
KIF16B	KIF16B	kinesin family member 16B	55614	https://www.ncbi.nlm.nih.gov/gene/?term=55614
PPID	PPID	peptidylprolyl isomerase D	5481	https://www.ncbi.nlm.nih.gov/gene/?term=5481
MRPL15	MRPL15	mitochondrial ribosomal protein L15	29088	https://www.ncbi.nlm.nih.gov/gene/?term=29088
PHACTR4	PHACTR4	phosphatase and actin regulator 4	65979	https://www.ncbi.nlm.nih.gov/gene/?term=65979
UBA2	UBA2	ubiquitin like modifier activating enzyme 2	10054	https://www.ncbi.nlm.nih.gov/gene/?term=10054
CTPS1	CTPS1	CTP synthase 1	1503	https://www.ncbi.nlm.nih.gov/gene/?term=1503
VAMP7	VAMP7	vesicle associated membrane protein 7	6845	https://www.ncbi.nlm.nih.gov/gene/?term=6845
THOC6	THOC6	THO complex subunit 6	79228	https://www.ncbi.nlm.nih.gov/gene/?term=79228
RNASEH2B	RNASEH2B	ribonuclease H2 subunit B	79621	https://www.ncbi.nlm.nih.gov/gene/?term=79621
VASP	VASP	vasodilator stimulated phosphoprotein	7408	https://www.ncbi.nlm.nih.gov/gene/?term=7408
PCMTD1	PCMTD1	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1	115294	https://www.ncbi.nlm.nih.gov/gene/?term=115294
SF3A2	SF3A2	splicing factor 3a subunit 2	8175	https://www.ncbi.nlm.nih.gov/gene/?term=8175
TMEM147	TMEM147	transmembrane protein 147	10430	https://www.ncbi.nlm.nih.gov/gene/?term=10430
EIF2B1	EIF2B1	eukaryotic translation initiation factor 2B subunit alpha	1967	https://www.ncbi.nlm.nih.gov/gene/?term=1967
PEMT	PEMT	phosphatidylethanolamine N-methyltransferase	10400	https://www.ncbi.nlm.nih.gov/gene/?term=10400
TXN2	TXN2	thioredoxin 2	25828	https://www.ncbi.nlm.nih.gov/gene/?term=25828
RAD50	RAD50	RAD50 double strand break repair protein	10111	https://www.ncbi.nlm.nih.gov/gene/?term=10111
TMCO1	TMCO1	transmembrane and coiled-coil domains 1	54499	https://www.ncbi.nlm.nih.gov/gene/?term=54499
TSN	TSN	translin	7247	https://www.ncbi.nlm.nih.gov/gene/?term=7247
PSIP1	PSIP1	PC4 and SRSF1 interacting protein 1	11168	https://www.ncbi.nlm.nih.gov/gene/?term=11168
DBF4	DBF4	DBF4-CDC7 kinase regulatory subunit	10926	https://www.ncbi.nlm.nih.gov/gene/?term=10926
BLNK	BLNK	B cell linker	29760	https://www.ncbi.nlm.nih.gov/gene/?term=29760
NARS2	NARS2	asparaginyl-tRNA synthetase 2, mitochondrial	79731	https://www.ncbi.nlm.nih.gov/gene/?term=79731
ZNF641	ZNF641	zinc finger protein 641	121274	https://www.ncbi.nlm.nih.gov/gene/?term=121274
RAB8A	RAB8A	RAB8A, member RAS oncogene family	4218	https://www.ncbi.nlm.nih.gov/gene/?term=4218
NDUFS8	NDUFS8	NADH:ubiquinone oxidoreductase core subunit S8	4728	https://www.ncbi.nlm.nih.gov/gene/?term=4728
VPS25	VPS25	vacuolar protein sorting 25 homolog	84313	https://www.ncbi.nlm.nih.gov/gene/?term=84313
EEF1E1	EEF1E1	eukaryotic translation elongation factor 1 epsilon 1	9521	https://www.ncbi.nlm.nih.gov/gene/?term=9521
BZW1	BZW1	basic leucine zipper and W2 domains 1	9689	https://www.ncbi.nlm.nih.gov/gene/?term=9689
GGCT	GGCT	gamma-glutamylcyclotransferase	79017	https://www.ncbi.nlm.nih.gov/gene/?term=79017
ACAA2	ACAA2	acetyl-CoA acyltransferase 2	10449	https://www.ncbi.nlm.nih.gov/gene/?term=10449
NOB1	NOB1	NIN1 (RPN12) binding protein 1 homolog	28987	https://www.ncbi.nlm.nih.gov/gene/?term=28987
GNA15	GNA15	G protein subunit alpha 15	2769	https://www.ncbi.nlm.nih.gov/gene/?term=2769
OSTF1	OSTF1	osteoclast stimulating factor 1	26578	https://www.ncbi.nlm.nih.gov/gene/?term=26578
PTPN7	PTPN7	protein tyrosine phosphatase non-receptor type 7	5778	https://www.ncbi.nlm.nih.gov/gene/?term=5778
TMEM101	TMEM101	transmembrane protein 101	84336	https://www.ncbi.nlm.nih.gov/gene/?term=84336
GMPR2	GMPR2	guanosine monophosphate reductase 2	51292	https://www.ncbi.nlm.nih.gov/gene/?term=51292
GNL3	GNL3	G protein nucleolar 3	26354	https://www.ncbi.nlm.nih.gov/gene/?term=26354
CASP3	CASP3	caspase 3	836	https://www.ncbi.nlm.nih.gov/gene/?term=836
NMB	NMB	neuromedin B	4828	https://www.ncbi.nlm.nih.gov/gene/?term=4828
ATF7IP2	ATF7IP2	activating transcription factor 7 interacting protein 2	80063	https://www.ncbi.nlm.nih.gov/gene/?term=80063
BPNT1	BPNT1	3'(2'), 5'-bisphosphate nucleotidase 1	10380	https://www.ncbi.nlm.nih.gov/gene/?term=10380
RDH5	RDH5	retinol dehydrogenase 5	5959	https://www.ncbi.nlm.nih.gov/gene/?term=5959
PYURF	PYURF	PIGY upstream open reading frame	100996939	https://www.ncbi.nlm.nih.gov/gene/?term=100996939
PPP1R12A	PPP1R12A	protein phosphatase 1 regulatory subunit 12A	4659	https://www.ncbi.nlm.nih.gov/gene/?term=4659
FAM136A	FAM136A	family with sequence similarity 136 member A	84908	https://www.ncbi.nlm.nih.gov/gene/?term=84908
PTGES3	PTGES3	prostaglandin E synthase 3	10728	https://www.ncbi.nlm.nih.gov/gene/?term=10728
CINP	CINP	cyclin dependent kinase 2 interacting protein	51550	https://www.ncbi.nlm.nih.gov/gene/?term=51550
BID	BID	BH3 interacting domain death agonist	637	https://www.ncbi.nlm.nih.gov/gene/?term=637
SEC11A	SEC11A	SEC11 homolog A, signal peptidase complex subunit	23478	https://www.ncbi.nlm.nih.gov/gene/?term=23478
MGAT2	MGAT2	alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase	4247	https://www.ncbi.nlm.nih.gov/gene/?term=4247
ACTG1	ACTG1	actin gamma 1	71	https://www.ncbi.nlm.nih.gov/gene/?term=71
TRMT61B	TRMT61B	tRNA methyltransferase 61B	55006	https://www.ncbi.nlm.nih.gov/gene/?term=55006
MCCC2	MCCC2	methylcrotonyl-CoA carboxylase subunit 2	64087	https://www.ncbi.nlm.nih.gov/gene/?term=64087
MNDA	MNDA	myeloid cell nuclear differentiation antigen	4332	https://www.ncbi.nlm.nih.gov/gene/?term=4332
NMI	NMI	N-myc and STAT interactor	9111	https://www.ncbi.nlm.nih.gov/gene/?term=9111
AGGF1	AGGF1	angiogenic factor with G-patch and FHA domains 1	55109	https://www.ncbi.nlm.nih.gov/gene/?term=55109
BRAT1	BRAT1	BRCA1 associated ATM activator 1	221927	https://www.ncbi.nlm.nih.gov/gene/?term=221927
RFTN1	RFTN1	raftlin, lipid raft linker 1	23180	https://www.ncbi.nlm.nih.gov/gene/?term=23180
SSR1	SSR1	signal sequence receptor subunit 1	6745	https://www.ncbi.nlm.nih.gov/gene/?term=6745
MOAP1	MOAP1	modulator of apoptosis 1	64112	https://www.ncbi.nlm.nih.gov/gene/?term=64112
UBE2K	UBE2K	ubiquitin conjugating enzyme E2 K	3093	https://www.ncbi.nlm.nih.gov/gene/?term=3093
CNP	CNP	2',3'-cyclic nucleotide 3' phosphodiesterase	1267	https://www.ncbi.nlm.nih.gov/gene/?term=1267
GLT8D1	GLT8D1	glycosyltransferase 8 domain containing 1	55830	https://www.ncbi.nlm.nih.gov/gene/?term=55830
PLA2G12A	PLA2G12A	phospholipase A2 group XIIA	81579	https://www.ncbi.nlm.nih.gov/gene/?term=81579
CPSF2	CPSF2	cleavage and polyadenylation specific factor 2	53981	https://www.ncbi.nlm.nih.gov/gene/?term=53981
IRF7	IRF7	interferon regulatory factor 7	3665	https://www.ncbi.nlm.nih.gov/gene/?term=3665
SMIM20	SMIM20	small integral membrane protein 20	389203	https://www.ncbi.nlm.nih.gov/gene/?term=389203
ZNF207	ZNF207	zinc finger protein 207	7756	https://www.ncbi.nlm.nih.gov/gene/?term=7756
COASY	COASY	Coenzyme A synthase	80347	https://www.ncbi.nlm.nih.gov/gene/?term=80347
COPS7A	COPS7A	COP9 signalosome subunit 7A	50813	https://www.ncbi.nlm.nih.gov/gene/?term=50813
FBL	FBL	fibrillarin	2091	https://www.ncbi.nlm.nih.gov/gene/?term=2091
ZRSR2	ZRSR2	zinc finger CCCH-type, RNA binding motif and serine/arginine rich 2	8233	https://www.ncbi.nlm.nih.gov/gene/?term=8233
ANAPC16	ANAPC16	anaphase promoting complex subunit 16	119504	https://www.ncbi.nlm.nih.gov/gene/?term=119504
UMPS	UMPS	uridine monophosphate synthetase	7372	https://www.ncbi.nlm.nih.gov/gene/?term=7372
BNIP3	BNIP3	BCL2 interacting protein 3	664	https://www.ncbi.nlm.nih.gov/gene/?term=664
RRAGC	RRAGC	Ras related GTP binding C	64121	https://www.ncbi.nlm.nih.gov/gene/?term=64121
RNF115	RNF115	ring finger protein 115	27246	https://www.ncbi.nlm.nih.gov/gene/?term=27246
UFM1	UFM1	ubiquitin fold modifier 1	51569	https://www.ncbi.nlm.nih.gov/gene/?term=51569
BSG	BSG	basigin (Ok blood group)	682	https://www.ncbi.nlm.nih.gov/gene/?term=682
TRIM69	TRIM69	tripartite motif containing 69	140691	https://www.ncbi.nlm.nih.gov/gene/?term=140691
FTSJ3	FTSJ3	FtsJ RNA 2'-O-methyltransferase 3	117246	https://www.ncbi.nlm.nih.gov/gene/?term=117246
UGP2	UGP2	UDP-glucose pyrophosphorylase 2	7360	https://www.ncbi.nlm.nih.gov/gene/?term=7360
TBC1D7	TBC1D7	TBC1 domain family member 7	51256	https://www.ncbi.nlm.nih.gov/gene/?term=51256
SLC25A20	SLC25A20	solute carrier family 25 member 20	788	https://www.ncbi.nlm.nih.gov/gene/?term=788
IGSF8	IGSF8	immunoglobulin superfamily member 8	93185	https://www.ncbi.nlm.nih.gov/gene/?term=93185
RAB11B	RAB11B	RAB11B, member RAS oncogene family	9230	https://www.ncbi.nlm.nih.gov/gene/?term=9230
HIBADH	HIBADH	3-hydroxyisobutyrate dehydrogenase	11112	https://www.ncbi.nlm.nih.gov/gene/?term=11112
SKP1	SKP1	S-phase kinase associated protein 1	6500	https://www.ncbi.nlm.nih.gov/gene/?term=6500
ACOT9	ACOT9	acyl-CoA thioesterase 9	23597	https://www.ncbi.nlm.nih.gov/gene/?term=23597
IMMP2L	IMMP2L	inner mitochondrial membrane peptidase subunit 2	83943	https://www.ncbi.nlm.nih.gov/gene/?term=83943
RAB14	RAB14	RAB14, member RAS oncogene family	51552	https://www.ncbi.nlm.nih.gov/gene/?term=51552
TMEM50A	TMEM50A	transmembrane protein 50A	23585	https://www.ncbi.nlm.nih.gov/gene/?term=23585
NUDT21	NUDT21	nudix hydrolase 21	11051	https://www.ncbi.nlm.nih.gov/gene/?term=11051
KLHL22	KLHL22	kelch like family member 22	84861	https://www.ncbi.nlm.nih.gov/gene/?term=84861
CCDC26	CCDC26	CCDC26 long non-coding RNA	137196	https://www.ncbi.nlm.nih.gov/gene/?term=137196
INTS5	INTS5	integrator complex subunit 5	80789	https://www.ncbi.nlm.nih.gov/gene/?term=80789
TTC5	TTC5	tetratricopeptide repeat domain 5	91875	https://www.ncbi.nlm.nih.gov/gene/?term=91875
CCDC90B	CCDC90B	coiled-coil domain containing 90B	60492	https://www.ncbi.nlm.nih.gov/gene/?term=60492
TRIM27	TRIM27	tripartite motif containing 27	5987	https://www.ncbi.nlm.nih.gov/gene/?term=5987
SLC18B1	SLC18B1	solute carrier family 18 member B1	116843	https://www.ncbi.nlm.nih.gov/gene/?term=116843
SLC25A17	SLC25A17	solute carrier family 25 member 17	10478	https://www.ncbi.nlm.nih.gov/gene/?term=10478
MYD88	MYD88	MYD88 innate immune signal transduction adaptor	4615	https://www.ncbi.nlm.nih.gov/gene/?term=4615
FDX1	FDX1	ferredoxin 1	2230	https://www.ncbi.nlm.nih.gov/gene/?term=2230
SFT2D1	SFT2D1	SFT2 domain containing 1	113402	https://www.ncbi.nlm.nih.gov/gene/?term=113402
TSPAN33	TSPAN33	tetraspanin 33	340348	https://www.ncbi.nlm.nih.gov/gene/?term=340348
EGLN2	EGLN2	egl-9 family hypoxia inducible factor 2	112398	https://www.ncbi.nlm.nih.gov/gene/?term=112398
CMSS1	CMSS1	cms1 ribosomal small subunit homolog	84319	https://www.ncbi.nlm.nih.gov/gene/?term=84319
FH	FH	fumarate hydratase	2271	https://www.ncbi.nlm.nih.gov/gene/?term=2271
TSFM	TSFM	Ts translation elongation factor, mitochondrial	10102	https://www.ncbi.nlm.nih.gov/gene/?term=10102
POMP	POMP	proteasome maturation protein	51371	https://www.ncbi.nlm.nih.gov/gene/?term=51371
NDUFA10	NDUFA10	NADH:ubiquinone oxidoreductase subunit A10	4705	https://www.ncbi.nlm.nih.gov/gene/?term=4705
MRPS9	MRPS9	mitochondrial ribosomal protein S9	64965	https://www.ncbi.nlm.nih.gov/gene/?term=64965
NDUFS1	NDUFS1	NADH:ubiquinone oxidoreductase core subunit S1	4719	https://www.ncbi.nlm.nih.gov/gene/?term=4719
CLTB	CLTB	clathrin light chain B	1212	https://www.ncbi.nlm.nih.gov/gene/?term=1212
TMEM115	TMEM115	transmembrane protein 115	11070	https://www.ncbi.nlm.nih.gov/gene/?term=11070
UTP18	UTP18	UTP18 small subunit processome component	51096	https://www.ncbi.nlm.nih.gov/gene/?term=51096
DLD	DLD	dihydrolipoamide dehydrogenase	1738	https://www.ncbi.nlm.nih.gov/gene/?term=1738
MRPL35	MRPL35	mitochondrial ribosomal protein L35	51318	https://www.ncbi.nlm.nih.gov/gene/?term=51318
AP1S1	AP1S1	adaptor related protein complex 1 subunit sigma 1	1174	https://www.ncbi.nlm.nih.gov/gene/?term=1174
ABHD14A	ABHD14A	abhydrolase domain containing 14A	25864	https://www.ncbi.nlm.nih.gov/gene/?term=25864
PRADC1	PRADC1	protease associated domain containing 1	84279	https://www.ncbi.nlm.nih.gov/gene/?term=84279
PCGF5	PCGF5	polycomb group ring finger 5	84333	https://www.ncbi.nlm.nih.gov/gene/?term=84333
ADK	ADK	adenosine kinase	132	https://www.ncbi.nlm.nih.gov/gene/?term=132
GPN1	GPN1	GPN-loop GTPase 1	11321	https://www.ncbi.nlm.nih.gov/gene/?term=11321
